#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-03-26T06:41:53 [V7.33.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-03-26T06:41:53	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-order=I&-out.src=II/346/jsdc_v2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=II/346/jsdc_v2&-out=Dis&-out=Name&-out=SpType&-out=Bmag&-out=Vmag&Vmag=&lt;5.0&-out=Rmag&-out=Imag&-out=Jmag&-out=Hmag&-out=Kmag&-out=Lmag&-out=Mmag&-out=Nmag&-out=LDD&LDD=&gt;0.1&-out=e_LDD&-out=LDDCHI&-out=CalFlag&-out=UDDB&-out=UDDV&-out=UDDR&-out=UDDI&-out=UDDJ&-out=UDDH&-out=UDDK&-out=UDDL&-out=UDDM&-out=UDDN&-out=Simbad&-out=RAJ2000&-out=DEJ2000&DEJ2000=&gt;20&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_2346
#Name: II/346
#Title: JMMC Stellar Diameters Catalogue - JSDC. Version 2 (Bourges+, 2017)
#INFO	ivoid=ivo://cds.vizier/ii/346	    IVOID of underlying data collection
#INFO	creator=Bourges L.	    First author or institution
#INFO	cites=bibcode:2014ASPC..485..223B	    Article or Data origin sources
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/II/346	    Dataset landing page
#INFO	publication_date=2017-05-12	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	II_346_jsdc_v2:
#Name: II/346/jsdc_v2
#Title: Stellar diameters catalogue, version 2
#Column	Dis	(I3)	indicates differences between JSDC V1 and V2	[ucd=meta.note]
#Column	Name	(a33)	Normalised star name (preferably HD)	[ucd=meta.id;meta.main]
#Column	SpType	(a20)	Spectral Type from Simbad	[ucd=src.spType]
#Column	Bmag	(F7.3)	? B magnitude (Cat. I/259)	[ucd=phot.mag;em.opt.B]
#Column	Vmag	(F7.3)	? V magnitude (Cat. I/259)	[ucd=phot.mag;em.opt.V]
#Column	Rmag	(F10.6)	? R magnitude (estimated)	[ucd=phot.mag;em.opt.R]
#Column	Imag	(F10.6)	? I magnitude (estimated)	[ucd=phot.mag;em.opt.I]
#Column	Jmag	(F7.3)	? J magnitude (Cat. II/246)	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F7.3)	? H magnitude (Cat. II/246)	[ucd=phot.mag;em.IR.H]
#Column	Kmag	(F7.3)	? K magnitude (Cat. II/246)	[ucd=phot.mag;em.IR.K]
#Column	Lmag	(F7.3)	? L magnitude (Cat. II/311/wise W1mag)	[ucd=phot.mag;em.IR.3-4um]
#Column	Mmag	(F6.3)	? M magnitude (Cat. II/311/wise W2mag)	[ucd=phot.mag;em.IR.4-8um]
#Column	Nmag	(F10.6)	? N magnitude (Cat. II/311/wise W3mag)	[ucd=phot.mag;em.IR.8-15um]
#Column	LDD	(F9.6)	? Limb-Darkened Disk diameter	[ucd=phys.angSize]
#Column	e_LDD	(F9.6)	? Error on LDD (and all UDDs) (1)	[ucd=stat.error]
#Column	LDDCHI	(D12.5)	Chi2 of LDD fitting (2)	[ucd=stat.fit.chi2]
#Column	CalFlag	(I1)	[0/7] Confidence flags for using this star as a calibrator in Optical Interferometry experiments (3)	[ucd=meta.code]
#Column	UDDB	(F10.6)	? Uniform Disk Diameter in band B (4)	[ucd=phys.angSize;em.opt.B]
#Column	UDDV	(F10.6)	? Uniform Disk Diameter in band V (4)	[ucd=phys.angSize;em.opt.V]
#Column	UDDR	(F10.6)	? Uniform Disk Diameter in band R (4)	[ucd=phys.angSize;em.opt.R]
#Column	UDDI	(F10.6)	? Uniform Disk Diameter in band I (4)	[ucd=phys.angSize;em.opt.I]
#Column	UDDJ	(F10.6)	? Uniform Disk Diameter in band J (4)	[ucd=phys.angSize;em.IR.J]
#Column	UDDH	(F10.6)	? Uniform Disk Diameter in band H (4)	[ucd=phys.angSize;em.IR.H]
#Column	UDDK	(F10.6)	? Uniform Disk Diameter in band K (4)	[ucd=phys.angSize;em.IR.K]
#Column	UDDL	(F10.6)	? Uniform Disk Diameter in band L (4)	[ucd=phys.angSize;em.IR.3-4um]
#Column	UDDM	(F10.6)	? Uniform Disk Diameter in band M (4)	[ucd=phys.angSize;em.IR.4-8um]
#Column	UDDN	(F10.6)	? Uniform Disk Diameter in band N (4	[ucd=phys.angSize;em.IR.8-15um]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	RAJ2000	(A14)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A14)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
Dis	Name	SpType	Bmag	Vmag	Rmag	Imag	Jmag	Hmag	Kmag	Lmag	Mmag	Nmag	LDD	e_LDD	LDDCHI	CalFlag	UDDB	UDDV	UDDR	UDDI	UDDJ	UDDH	UDDK	UDDL	UDDM	UDDN	Simbad	RAJ2000	DEJ2000
  0	HD32068                          	K5II+B7V            	  4.844	  3.690	  2.620000	  1.750000	  1.154	  0.358	  0.209	       	      	  0.023000	 5.008347	 0.372031	 5.03436e-02	6	  4.519122	  4.619131	  4.683630	  4.755035	  4.857544	  4.857544	  4.884469	  4.932687	  4.952414	  4.973686	Simbad	05 02 28.68740	+41 04 33.0200
  0	* iot Tau                        	A7V                 	  4.775	  4.620	  4.362943	  4.449897	  4.333	  4.375	  4.245	  4.228	 3.858	  4.254000	 0.512982	 0.055149	 2.06675e-02	2	  0.482650	  0.487039	  0.492778	  0.496990	  0.501776	  0.504424	  0.505525	  0.508667	  0.509576	  0.510929	Simbad	05 03 05.74725	+21 35 23.8627
  0	* bet Cam                        	G1Ib-II             	  4.951	  4.030	  3.379814	  3.006429	  2.708	  2.330	  2.207	       	      	  2.343453	 1.568530	 0.128688	 1.70271e-02	0	  1.448930	  1.475407	  1.491462	  1.507142	  1.532144	  1.532144	  1.537986	  1.550656	  1.554186	  1.560377	Simbad	05 03 25.08963	+60 26 32.0895
  0	* eta Aur                        	B3V                 	  3.032	  3.180	  2.970682	  3.531453	  3.611	  3.761	  3.857	  3.742	 3.421	  3.816000	 0.391536	 0.039579	 8.91032e-03	0	  0.379348	  0.381142	  0.383324	  0.385014	  0.386937	  0.387935	  0.388545	  0.389910	  0.390246	  0.390516	Simbad	05 06 30.89337	+41 14 04.1127
  0	HD32537                          	F2V                 	  5.323	  4.980	  4.690000	  4.490000	  3.993	  3.890	  4.124	  4.137	 3.803	  4.107000	 0.661021	 0.048659	 6.05745e-01	4	  0.616857	  0.625849	  0.632280	  0.638842	  0.648097	  0.648097	  0.650029	  0.654945	  0.655970	  0.658086	Simbad	05 06 40.62970	+51 35 51.8020
  0	* mu. Aur                        	A4m                 	  5.009	  4.820	  4.599386	  4.562050	  4.376	  4.389	  4.396	  4.403	 4.108	  4.443000	 0.482720	 0.033026	 1.44360e-01	2	  0.455232	  0.458938	  0.464610	  0.468770	  0.473009	  0.475380	  0.476401	  0.479244	  0.480098	  0.480988	Simbad	05 13 25.71733	+38 29 04.1879
  0	HD34029                          	G1III+K0III         	  0.875	  0.080	 -0.520000	 -0.960000	 -1.249	 -1.573	 -1.735	 -1.870	-1.680	 -1.428000	 9.581051	 0.673230	 2.55627e-02	6	  8.850502	  9.012230	  9.110302	  9.206077	  9.358796	  9.358796	  9.394479	  9.471875	  9.493434	  9.531251	Simbad	05 16 41.35870	+45 59 52.7690
  0	*  16 Aur                        	K2.5IIIb            	  5.792	  4.540	  3.531164	  2.822787	  2.191	  1.475	  1.386	       	      	  1.513000	 2.830537	 0.219062	 2.47080e-02	4	  2.570669	  2.623812	  2.659115	  2.695764	  2.750854	  2.750854	  2.764472	  2.789812	  2.800274	  2.812457	Simbad	05 18 10.57021	+33 22 17.8085
  0	* lam Aur                        	G1V                 	  5.320	  4.690	  4.140073	  3.790437	  3.397	  3.154	  3.038	  3.391	 2.098	  3.629000	 1.077605	 0.094548	 1.30797e-02	0	  0.995438	  1.013628	  1.024659	  1.035431	  1.052607	  1.052607	  1.056621	  1.065326	  1.067751	  1.072004	Simbad	05 19 08.47420	+40 05 56.5826
  0	* n Tau                          	G8III               	  5.897	  4.960	  4.212919	  3.777634	  3.308	  2.959	  2.816	       	 2.340	  2.822000	 1.304665	 0.143421	 2.20338e-02	0	  1.195570	  1.218815	  1.233422	  1.247995	  1.271278	  1.271278	  1.276742	  1.287806	  1.291755	  1.297123	Simbad	05 19 16.60169	+22 05 47.3740
  1	* bet Tau                        	B7III               	  1.520	  1.650	  1.698704	  1.856461	  1.855	  1.881	  2.004	       	      	  2.176000	 1.155342	 0.097303	 7.19010e-02	2	  1.110129	  1.116663	  1.125016	  1.131687	  1.138543	  1.142428	  1.144576	  1.149485	  1.150939	  1.152296	Simbad	05 26 17.51312	+28 36 26.8262
  0	* o Tau                          	B2.5V               	  4.740	  4.880	  4.875603	  5.149062	  5.180	  5.271	  5.283	  5.480	 5.294	  5.465000	 0.194389	 0.006898	 8.92408e-01	2	  0.188435	  0.189285	  0.190357	  0.191171	  0.192122	  0.192608	  0.192902	  0.193580	  0.193735	  0.193872	Simbad	05 27 38.08406	+21 56 13.0738
  0	* chi Aur                        	B4Ib                	  4.991	  4.710	  4.161338	  4.277761	  4.246	  4.077	  3.999	  3.825	 3.413	  3.683000	 0.400756	 0.038922	 6.90094e-02	4	  0.387931	  0.389825	  0.392179	  0.394009	  0.395987	  0.397051	  0.397673	  0.399094	  0.399444	  0.399722	Simbad	05 32 43.67312	+32 11 31.2753
  0	* tau Aur                        	G8III               	  5.459	  4.510	  3.748051	  3.325330	  2.901	  2.440	  2.247	       	      	  2.339000	 1.654718	 0.136468	 2.43149e-02	0	  1.516351	  1.545834	  1.564360	  1.582843	  1.612373	  1.612373	  1.619303	  1.633335	  1.638345	  1.645152	Simbad	05 49 10.43826	+39 10 51.8627
  0	* ups Aur                        	M0III               	  6.341	  4.720	  3.386477	  2.398232	  1.748	  0.865	  0.677	       	      	  0.486000	 4.364726	 0.407209	 8.96068e-02	0	  4.091629	  4.117347	  4.142441	  4.191104	  4.269000	  4.269000	  4.290527	  4.317022	  4.324632	  4.338030	Simbad	05 51 02.43724	+37 18 20.0565
  0	* nu. Aur                        	G9.5III             	  5.102	  3.970	  3.108020	  2.638602	  2.179	  1.666	  1.522	       	      	  1.415000	 2.417556	 0.267271	 1.02712e-03	0	  2.212627	  2.255853	  2.283497	  2.310991	  2.354755	  2.354755	  2.365137	  2.385765	  2.393325	  2.403338	Simbad	05 51 29.40040	+39 08 54.5428
  0	* 136 Tau                        	A0V                 	  4.552	  4.560	  4.533029	  4.715197	  4.789	  4.734	  4.487	  4.549	 4.243	  4.570000	 0.368558	 0.035820	 1.41585e-01	6	  0.350685	  0.353274	  0.356850	  0.359588	  0.362279	  0.363800	  0.364513	  0.366364	  0.366906	  0.367479	Simbad	05 53 19.64606	+27 36 44.1378
  0	* chi01 Ori                      	G0VCH+M             	  4.984	  4.390	  3.488799	  3.656346	  3.434	  3.190	  2.996	       	 2.704	  2.963000	 1.032266	 0.109022	 3.14005e-02	6	  0.953770	  0.971212	  0.981721	  0.992101	  1.008386	  1.008386	  1.012243	  1.020619	  1.022875	  1.026924	Simbad	05 54 22.98299	+20 16 34.2220
  0	* ksi Aur                        	A2V                 	  5.012	  4.960	  3.907968	  5.050935	  5.164	  4.783	  4.765	  4.792	 4.596	  4.832000	 0.355086	 0.032699	 3.22898e-01	0	  0.336385	  0.339013	  0.342965	  0.345864	  0.348657	  0.350236	  0.350902	  0.352807	  0.353361	  0.353920	Simbad	05 54 50.78082	+55 42 25.0084
  0	* del Aur                        	K0III               	  4.730	  3.720	  2.886473	  2.481456	  2.039	  1.523	  1.380	       	      	  1.380000	 2.566634	 0.216485	 4.13420e-03	4	  2.346449	  2.392474	  2.422241	  2.452061	  2.499069	  2.499069	  2.510276	  2.532374	  2.540635	  2.551330	Simbad	05 59 31.63201	+54 17 04.7703
  0	* bet Aur                        	A1IV-Vp             	  1.977	  1.900	  1.766086	  1.873695	  1.756	  1.760	  1.778	       	      	  2.005000	 1.471823	 0.113633	 5.16537e-02	6	  1.398625	  1.409098	  1.424049	  1.435275	  1.446349	  1.452570	  1.455326	  1.462934	  1.465083	  1.467334	Simbad	05 59 31.72293	+44 56 50.7573
  0	* tet Aur                        	A0VpSi              	  2.567	  2.650	  2.575934	  2.633730	  2.384	  2.391	  2.397	       	      	  2.769000	 1.088248	 0.109197	 3.36046e-02	0	  1.035474	  1.043119	  1.053679	  1.061764	  1.069708	  1.074199	  1.076306	  1.081770	  1.083370	  1.085062	Simbad	05 59 43.27012	+37 12 45.3047
  0	* pi. Aur                        	M3IIb               	  6.001	  4.300	  2.370833	  1.165138	  0.245	 -0.602	 -0.813	       	      	 -0.753000	 9.794475	 0.734496	 3.29367e-02	0	  9.072137	  9.211571	  9.267746	  9.334138	  9.431684	  9.431684	  9.648494	  9.718351	  9.716147	  9.743607	Simbad	05 59 56.09928	+45 56 12.2477
  0	* chi02 Ori                      	B2Ia                	  4.876	  4.640	  3.983957	  4.269289	  4.186	  4.039	  3.949	  3.762	 3.391	  3.516000	 0.360322	 0.041326	 9.51736e-02	6	  0.349500	  0.351012	  0.352916	  0.354382	  0.356119	  0.356996	  0.357531	  0.358799	  0.359079	  0.359314	Simbad	06 03 55.18482	+20 08 18.4316
  0	* kap Aur                        	G8.5IIIb            	  5.341	  4.320	  3.437840	  2.942603	  2.383	  1.859	  1.712	       	      	  1.929000	 2.220122	 0.181671	 1.08460e-03	0	  2.033784	  2.073411	  2.098382	  2.123308	  2.163070	  2.163070	  2.172441	  2.191313	  2.198085	  2.207233	Simbad	06 15 22.68906	+29 29 53.0760
  0	HR  2209                         	A0Vn                	  4.785	  4.760	  4.719160	  4.879840	  4.973	  4.767	  4.672	  4.659	 4.485	  4.726000	 0.349134	 0.026111	 2.25349e-01	0	  0.332203	  0.334655	  0.338043	  0.340637	  0.343186	  0.344626	  0.345302	  0.347055	  0.347569	  0.348112	Simbad	06 18 50.77630	+69 19 11.2310
  1	*   2 Lyn                        	A2Vs                	  4.472	  4.440	  4.229187	  4.408656	  4.282	  4.287	  4.347	  4.390	 4.084	  4.426000	 0.467266	 0.043616	 6.67449e-02	0	  0.442657	  0.446114	  0.451315	  0.455130	  0.458805	  0.460883	  0.461759	  0.464266	  0.464995	  0.465730	Simbad	06 19 37.38458	+59 00 39.4683
  0	* mu. Gem                        	M3IIIab             	  4.491	  2.870	  0.963036	 -0.025309	 -0.912	 -1.608	 -1.862	       	      	 -1.587000	15.409488	 1.011326	 1.34283e-03	0	 14.273045	 14.492414	 14.580793	 14.685247	 14.838716	 14.838716	 15.179819	 15.289724	 15.286258	 15.329458	Simbad	06 22 57.62686	+22 30 48.8979
  0	* psi01 Aur                      	K5-M1Iab-Ib         	  6.825	  4.920	  3.488166	  2.468420	  1.702	  0.768	  0.577	       	      	 -0.126000	 4.594515	 0.446344	 5.89965e-02	4	  4.309422	  4.345308	  4.369121	  4.418625	  4.485476	  4.485476	  4.510725	  4.540147	  4.550455	  4.565398	Simbad	06 24 53.90129	+49 17 16.4199
  0	* nu. Gem                        	B6IVe               	  4.015	  4.130	  3.968859	  4.440814	  4.585	  4.523	  4.346	  4.353	 3.976	  3.925000	 0.337594	 0.042764	 1.00710e-01	2	  0.325499	  0.327260	  0.329493	  0.331264	  0.333103	  0.334149	  0.334697	  0.336025	  0.336402	  0.336727	Simbad	06 28 57.78613	+20 12 43.6856
  0	* psi02 Aur                      	K3III               	  6.036	  4.800	  3.849739	  3.276992	  2.702	  2.136	  1.931	       	      	  2.066000	 2.115114	 0.175740	 1.05675e-02	0	  1.918118	  1.958305	  1.985150	  2.013062	  2.054690	  2.054690	  2.065102	  2.084219	  2.092219	  2.101353	Simbad	06 39 19.82634	+42 29 19.9617
  0	* eps Gem                        	G8Ib                	  4.437	  3.060	  1.969632	  1.476040	  0.886	  0.232	  0.125	       	      	 -0.008000	 4.709305	 0.355685	 2.72772e-02	0	  4.315516	  4.399423	  4.452148	  4.504752	  4.588794	  4.588794	  4.608516	  4.648451	  4.662707	  4.682081	Simbad	06 43 55.92626	+25 07 52.0515
  0	* psi07 Aur                      	K3III               	  6.246	  4.990	  3.983445	  3.369094	  2.741	  2.133	  2.024	       	      	  2.422083	 2.104202	 0.186860	 7.43396e-03	0	  1.908223	  1.948202	  1.974909	  2.002676	  2.044090	  2.044090	  2.054448	  2.073467	  2.081425	  2.090512	Simbad	06 50 45.94330	+41 46 52.4267
  0	* tet Gem                        	A2IV                	  3.702	  3.600	  3.391266	  3.429701	  3.246	  3.229	  3.163	  3.366	 2.208	  3.214000	 0.795463	 0.079764	 1.10698e-02	0	  0.753569	  0.759455	  0.768309	  0.774803	  0.781059	  0.784596	  0.786089	  0.790357	  0.791597	  0.792849	Simbad	06 52 47.33887	+33 57 40.5175
  0	* psi10 Aur                      	A2Vn                	  4.927	  4.900	  4.171633	  4.995789	  5.055	  4.941	  4.793	  4.811	 4.595	  4.815000	 0.346590	 0.031916	 7.87242e-02	0	  0.328337	  0.330901	  0.334759	  0.337588	  0.340314	  0.341856	  0.342506	  0.344365	  0.344906	  0.345451	Simbad	06 57 37.10709	+45 05 38.7404
  0	HR  2527                         	K4III               	  5.915	  4.550	  3.536711	  2.854521	  2.292	  1.578	  1.474	       	      	  1.443000	 2.730944	 0.246027	 1.60553e-02	0	  2.469455	  2.523236	  2.558433	  2.595850	  2.650642	  2.650642	  2.664685	  2.689923	  2.700653	  2.712476	Simbad	07 00 04.03561	+76 58 38.6618
  0	* zet Gem                        	G1Ib                	  4.909	  4.010	  3.127557	  2.852974	  2.377	  2.029	  2.138	       	      	  2.078000	 1.778171	 0.171908	 1.28810e-01	6	  1.642586	  1.672602	  1.690803	  1.708578	  1.736922	  1.736922	  1.743544	  1.757908	  1.761910	  1.768928	Simbad	07 04 06.53079	+20 34 13.0739
  0	*  63 Aur                        	K3.5III             	  6.361	  4.910	  3.716631	  3.097329	  2.559	  1.833	  1.605	       	      	  1.536000	 2.498221	 0.217099	 4.78216e-02	0	  2.262196	  2.310581	  2.342653	  2.376183	  2.425759	  2.425759	  2.438392	  2.461209	  2.470845	  2.481648	Simbad	07 11 39.32826	+39 19 13.9870
  0	HD54719                          	K2III               	  5.671	  4.410	  3.460000	  2.830000	  2.377	  1.821	  1.681	  1.440	 1.658	  1.583000	 2.369615	 0.246750	 1.01892e-03	0	  2.154138	  2.198271	  2.227550	  2.257780	  2.303555	  2.303555	  2.314793	  2.335861	  2.344463	  2.354620	Simbad	07 11 08.37040	+30 14 42.5830
  0	* iot Gem                        	G9IIIb              	  4.804	  3.780	  2.964693	  2.571929	  2.195	  1.658	  1.562	       	      	  1.472000	 2.334705	 0.234157	 5.56832e-03	2	  2.137606	  2.179343	  2.205842	  2.232261	  2.274336	  2.274336	  2.284288	  2.304186	  2.311403	  2.321049	Simbad	07 25 43.59532	+27 47 53.0929
  0	*  21 Lyn                        	A0.5Vs              	  4.609	  4.610	  4.373481	  4.695959	  4.695	  4.693	  4.572	  4.620	 4.357	  4.641000	 0.377978	 0.030589	 1.62556e-02	0	  0.359394	  0.362066	  0.365831	  0.368684	  0.371488	  0.373068	  0.373783	  0.375708	  0.376268	  0.376845	Simbad	07 26 42.85187	+49 12 41.4907
  0	* rho Gem                        	F1V                 	  4.480	  4.160	  3.732854	  3.586302	  3.221	  3.156	  2.978	  3.353	 2.821	  3.322000	 0.999204	 0.105825	 2.31141e-02	0	  0.933645	  0.946638	  0.956283	  0.966279	  0.980118	  0.980118	  0.982889	  0.990212	  0.991726	  0.994853	Simbad	07 29 06.71887	+31 47 04.3773
  0	V* VZ Cam                        	M4IIIa              	  6.553	  4.920	  3.049142	  1.760187	  1.010	  0.043	 -0.127	       	      	 -0.236000	 7.055746	 0.481756	 3.33520e-01	0	  6.538649	  6.644222	  6.683293	  6.724223	  6.801265	  6.801265	  6.956050	  7.001931	  6.999833	  7.019400	Simbad	07 31 04.46275	+82 24 41.2787
  0	* ups Gem                        	M0III               	  5.600	  4.060	  2.665645	  1.856724	  1.031	  0.282	  0.232	       	      	  0.287000	 5.630565	 0.457344	 6.60513e-02	0	  5.278265	  5.311441	  5.343814	  5.406590	  5.507076	  5.507076	  5.534848	  5.569026	  5.578843	  5.596126	Simbad	07 35 55.34970	+26 53 44.6751
  0	* omi Gem                        	F3III               	  5.303	  4.890	  4.520568	  4.326940	  4.068	  3.917	  3.835	  3.854	 3.446	  3.829000	 0.686647	 0.062589	 1.28543e-03	0	  0.640274	  0.649854	  0.656533	  0.663334	  0.673016	  0.673016	  0.675076	  0.680214	  0.681320	  0.683580	Simbad	07 39 09.93286	+34 35 03.6443
  0	*  24 Lyn                        	A3IVn               	  5.034	  4.930	  4.545822	  4.904102	  4.965	  4.685	  4.629	  4.659	 4.426	  4.681000	 0.391405	 0.033081	 1.81156e-01	0	  0.369592	  0.372634	  0.377216	  0.380540	  0.383839	  0.385698	  0.386482	  0.388713	  0.389359	  0.390054	Simbad	07 43 00.41551	+58 42 37.2950
  0	* sig Gem                        	K1III               	  5.348	  4.230	  3.359507	  2.823854	  2.328	  1.799	  1.736	       	      	  1.556000	 2.300624	 0.245463	 1.14997e-02	6	  2.090292	  2.133335	  2.161885	  2.191523	  2.236173	  2.236173	  2.247167	  2.267662	  2.276101	  2.285986	Simbad	07 43 18.72698	+28 53 00.6422
  0	* kap Gem                        	G8III-IIIb          	  4.502	  3.570	  2.847083	  2.455495	  2.051	  1.642	  1.527	       	      	  1.530000	 2.337490	 0.247953	 3.25611e-03	0	  2.142030	  2.183678	  2.209849	  2.235959	  2.277673	  2.277673	  2.287463	  2.307285	  2.314361	  2.323977	Simbad	07 44 26.85357	+24 23 52.7872
  0	HD62509                          	K0III               	  2.151	  1.160	  0.390000	 -0.110000	 -0.315	 -0.845	 -0.936	 -1.170	-0.900	 -0.878000	 7.389953	 0.581216	 8.68496e-03	0	  6.755988	  6.888506	  6.974213	  7.060071	  7.195419	  7.195419	  7.227684	  7.291311	  7.315096	  7.345889	Simbad	07 45 18.94990	+28 01 34.3160
  0	* phi Gem                        	A5IV                	  5.068	  4.970	  4.761092	  4.889669	  4.830	  4.710	  4.657	  4.684	 4.426	  4.715000	 0.411325	 0.033921	 1.09637e-02	0	  0.387286	  0.390477	  0.395337	  0.398933	  0.402683	  0.404782	  0.405706	  0.408228	  0.408997	  0.409807	Simbad	07 53 29.81390	+26 45 56.8252
  0	* chi Gem                        	K2III               	  6.070	  4.940	  4.022862	  3.653438	  3.288	  2.713	  2.476	       	      	  2.395000	 1.538632	 0.140541	 6.40777e-02	4	  1.398719	  1.427376	  1.446387	  1.466015	  1.495738	  1.495738	  1.503036	  1.516715	  1.522300	  1.528895	Simbad	08 03 31.08225	+27 47 39.6243
  0	*  27 Lyn                        	A2V                 	  4.828	  4.780	  4.322326	  4.801002	  4.822	  4.627	  4.661	  4.693	 4.390	  4.715000	 0.388457	 0.030450	 8.14174e-02	0	  0.367999	  0.370873	  0.375197	  0.378368	  0.381423	  0.383151	  0.383880	  0.385964	  0.386569	  0.387181	Simbad	08 08 27.44632	+51 30 24.0055
  0	*  31 Lyn                        	K4+III              	  5.800	  4.250	  2.986037	  2.091254	  1.263	  0.453	  0.375	       	      	  0.535000	 4.890503	 0.487412	 3.06652e-02	0	  4.422237	  4.518546	  4.581575	  4.648582	  4.746701	  4.746701	  4.771848	  4.817045	  4.836260	  4.857432	Simbad	08 22 50.11000	+43 11 17.2724
  0	HD71369                          	G5III               	  4.206	  3.350	  2.670000	  2.250000	  1.867	  1.405	  1.339	  1.317	 1.329	  1.467000	 2.484263	 0.263680	 4.27506e-03	0	  2.285203	  2.328481	  2.355053	  2.381307	  2.423537	  2.423537	  2.433321	  2.453722	  2.460549	  2.470606	Simbad	08 30 15.87060	+60 43 05.4120
  0	HD73108                          	K1-IIIbCN-0.5       	  5.769	  4.590	  3.720000	  3.090000	  2.619	  2.021	  1.734	  1.663	 1.697	  1.817000	 2.180574	 0.211698	 7.06632e-02	0	  1.981217	  2.022014	  2.049074	  2.077166	  2.119486	  2.119486	  2.129906	  2.149332	  2.157331	  2.166700	Simbad	08 40 12.81770	+64 19 40.5700
  0	HD74198                          	A1IV                	  4.670	  4.660	  4.600000	  4.600000	  4.799	  4.788	  4.638	  4.627	 4.307	  4.690000	 0.366408	 0.024274	 6.13731e-02	0	  0.348185	  0.350793	  0.354515	  0.357309	  0.360066	  0.361615	  0.362301	  0.364195	  0.364730	  0.365290	Simbad	08 43 17.14820	+21 28 06.6010
  0	HD74739                          	G8IIIa_Ba0.2        	  5.037	  4.030	  3.270000	  2.780000	  2.368	  1.941	  1.831	  1.791	 1.800	  1.868000	 2.062917	 0.170133	 7.66965e-03	0	  1.890417	  1.927173	  1.950269	  1.973312	  2.010127	  2.010127	  2.018766	  2.036260	  2.042505	  2.050992	Simbad	08 46 41.81990	+28 45 35.6190
  0	HD76644                          	A7V(n)+M1V          	  3.343	  3.120	  2.920000	  2.850000	  2.781	  2.763	  2.660	  2.655	 2.625	  2.644000	 1.073524	 0.088286	 1.16365e-02	0	  1.010048	  1.019232	  1.031242	  1.040056	  1.050073	  1.055614	  1.057918	  1.064494	  1.066395	  1.069226	Simbad	08 59 12.45360	+48 02 30.5740
  0	* rho UMa                        	M3III               	  6.282	  4.740	  3.233083	  2.109208	  1.381	  0.389	  0.305	       	      	  0.092000	 5.572347	 0.463552	 3.01431e-01	0	  5.161389	  5.240717	  5.272676	  5.310449	  5.365946	  5.365946	  5.489295	  5.529039	  5.527785	  5.543407	Simbad	09 02 32.69092	+67 37 46.6280
  0	HD  77912                        	G7II_Ba0.2          	  5.597	  4.560	  3.801203	  3.322709	  2.844	  2.462	  2.400	       	      	  2.573713	 1.603171	 0.154692	 3.22475e-02	0	  1.468906	  1.497482	  1.515464	  1.533419	  1.562102	  1.562102	  1.568824	  1.582415	  1.587285	  1.593885	Simbad	09 06 31.76822	+38 27 07.9749
  0	* f UMa                          	kA3VmF5IIISr        	  4.748	  4.460	  4.272516	  4.215629	  4.147	  4.038	  4.042	  3.858	 3.388	  3.916000	 0.545919	 0.052643	 1.38208e-02	0	  0.515495	  0.519738	  0.526128	  0.530765	  0.535366	  0.537958	  0.539052	  0.542163	  0.543065	  0.544035	Simbad	09 08 52.25763	+51 36 16.7330
  0	* tau UMa                        	kA5hF0mF5II         	  5.051	  4.670	  4.277753	  4.216266	  4.069	  3.933	  3.963	  3.924	 3.453	  3.959000	 0.606221	 0.059511	 3.44838e-02	4	  0.570792	  0.575495	  0.582658	  0.587957	  0.593485	  0.596578	  0.597939	  0.601657	  0.602789	  0.603983	Simbad	09 10 55.06553	+63 30 49.0553
  0	* e UMa                          	A6V                 	  4.999	  4.800	  4.332387	  4.573911	  4.481	  4.353	  4.291	  4.287	 4.128	  4.332000	 0.501348	 0.034784	 7.27670e-03	4	  0.470730	  0.474798	  0.480704	  0.485144	  0.489952	  0.492668	  0.493936	  0.497204	  0.498123	  0.499383	Simbad	09 16 11.32784	+54 01 18.6878
